Class Weights ,LR,-4.867333609717559, 0.0, -0.8333242440230735, -1.3193348010598422, -1.4617734812564653, 0.0, 0.20741806817148817, -2.0820490580156488, 1.6255516761530668, -2.843357342106994, 0.5541916400379788, 0.0, 0.0, 0.0, 0.11658785689623054, 0.0, 0.0, 0.0, 0.0, 0.0, -0.43428860644457684, -0.5692847731987892, 0.0, 0.0, -1.7910371900502577, -4.002584307496094, 0.0, -0.22318367428323718, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.7301500933098612, 0.0, 0.0, -2.3616163343399483, 0.0, -0.3900477285627326, 0.0, 0.0, 0.0, 0.0, -5.02254056548373, -0.5249640586225465, -3.1617112991757415, 2.258341411698837, -0.5672125344519132, -0.527869746164994, -0.04205738523191007, 0.0, -2.1103111456908348, 3.8157074835292266, -2.0201290764027875, 0.0, 0.0, 0.0, 0.0, -7.040605113562429, 0.0, 2.1524058187926967, 2.0502769442533006, 0.0, -1.11536368136093, 0.0, 0.0, -5.012932655426766, -1.9287230849376897, 0.0, 0.0, -4.3061470757149705, 0.8512070748705001, -5.951842411242222, 0.0, 0.07880596234889223, 1.5680620669063738
Class Weights ,DT,0.002134143364494632, 0.0, 0.004992780639571389, 0.0012714501532394076, 0.00787748812387814, 0.0, 0.03263973386754985, 0.030783723991881153, 0.07000675513660673, 0.0006720974262095233, 0.040863082360090584, 0.0, 0.0, 0.0, 0.003503855498169981, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3292102473101569e-05, 0.03702508145314645, 0.0, 0.0, 0.0002830570918919767, 0.008628207048059076, 0.0, 1.0962764644698819e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.771271715634267e-05, 0.0, 0.0, 0.0003831968887051671, 0.0, 2.087473253541865e-05, 0.0, 0.0, 0.0, 0.0, 0.0009876466926983089, 0.01629009615476795, 0.0012774357985086806, 0.16280590314380256, 0.002918818881396493, 0.00490320998184418, 0.03380891158905601, 0.0, 0.00020338404829484333, 0.0837764431538007, 8.678245759270541e-05, 0.0, 0.0, 0.0, 0.0, 0.022606339279006196, 0.0, 0.14662946651485817, 0.06316755082618301, 0.0, 0.017509776656488837, 0.0, 0.0, 0.025027467550045666, 0.006154607118995087, 0.0, 0.0, 0.018655121430287587, 0.1102781586312298, 0.014987276443859278, 0.0, 0.017278615695484216, 0.009489492591496075
Class Weights ,RF,0.003352067911107972, 0.0, 0.0048117296803712045, 0.01006509899088609, 0.006522752608805635, 0.0, 0.04202099532357173, 0.016366457602748904, 0.0716521976142, 0.0008326368360213815, 0.030653948588283474, 0.0, 0.0, 0.0, 0.0072662447679202645, 0.0, 0.0, 0.0, 0.0, 0.0, 2.261968196537561e-05, 0.040071210734854146, 0.0, 0.0, 0.00020955360237281414, 0.005562844126444019, 0.0, 1.0649387106694955e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00013955915478106666, 0.0, 0.0, 0.0003785176779450229, 0.0, 2.629140826374204e-05, 0.0, 0.0, 0.0, 0.0, 0.001908547533336146, 0.014641863461686357, 0.0017938105175985184, 0.16255020077406762, 0.005248340491254555, 0.010631536748483631, 0.02655881679725327, 0.0, 0.0002993539537790871, 0.10629738920151684, 0.0027271887313866194, 0.0, 0.0, 0.0, 0.0, 0.015737433573842347, 0.0, 0.13236711555457278, 0.08108520288932972, 0.0, 0.011717636327286712, 0.0, 0.0, 0.008857462709420097, 0.007932220395450317, 0.0, 0.0, 0.010251285756521306, 0.11317071681950988, 0.01578312037445673, 0.0, 0.01853668452096767, 0.01193869717063026
Class Weights ,ET,0.003639929179831025, 0.0, 0.0037024260751304426, 0.011986803428674447, 0.006581636944780246, 0.0, 0.047344997134918985, 0.01542581381685618, 0.07255507277550927, 0.0007631355193314048, 0.03742360540404728, 0.0, 0.0, 0.0, 0.00567761021317172, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8158426111726122e-05, 0.0335502769941004, 0.0, 0.0, 0.00027090354170167307, 0.005165602244935756, 0.0, 1.583552394072923e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002147885953988108, 0.0, 0.0, 0.0004453972188962924, 0.0, 2.5929896554834275e-05, 0.0, 0.0, 0.0, 0.0, 0.0012910849802315783, 0.013493149657034936, 0.0022716452154783995, 0.16517976883742733, 0.005113305982517746, 0.008074227158711842, 0.031976983769857414, 0.0, 0.00027116021969013945, 0.10552142648568234, 0.004794102190468813, 0.0, 0.0, 0.0, 0.0, 0.016861404059830002, 0.0, 0.1341968459818034, 0.08138935312326137, 0.0, 0.009888082484744605, 0.0, 0.0, 0.009643419866840554, 0.007190282851167652, 0.0, 0.0, 0.008746429081698991, 0.11136941321459566, 0.017042240772342763, 0.0, 0.01302069453894974, 0.007857056593773485
Random Over Sampling ,DT,0.0009163246822503631, 0.0, 0.004425931269974637, 0.0007572773848457651, 0.00716042545592316, 0.0, 0.05256430816881494, 0.02442391397600322, 0.038139442090938475, 0.0006254109808457778, 0.03697003077264128, 0.0, 0.0, 0.0, 0.005970539100601593, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3859573222228572e-05, 0.04420344278150042, 0.0, 0.0, 0.00022642738699553685, 0.011591398074677782, 0.0, 1.4635431844368399e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.806756295511317e-05, 0.0, 0.0, 0.00028900855323439357, 0.0, 2.1902304826804597e-05, 0.0, 0.0, 0.0, 0.0, 0.0004869708615388436, 0.013974757001444025, 0.0007044679993077613, 0.1931099179963866, 0.004710119037926377, 0.0031669568706711804, 0.035698892354654496, 0.0, 0.00010838147113746574, 0.05611993812702436, 0.00023311729119642136, 0.0, 0.0, 0.0, 0.0, 0.023003821028193108, 0.0, 0.14141893973680153, 0.07524019324698449, 0.0, 0.009826599712059096, 0.0, 0.0, 0.01865201880989941, 0.005347402189586362, 0.0, 0.0, 0.018765952578869056, 0.1225139446213327, 0.018701728641364535, 0.0, 0.015106787059103833, 0.01472674781242267
Random Over Sampling ,RF,0.005218093157952844, 0.0, 0.0055210886615689025, 0.005138317592234, 0.004397606219508148, 0.0, 0.04221522983826636, 0.024767393317780224, 0.04052379457075894, 0.00077216612143746, 0.038082832471616236, 0.0, 0.0, 0.0, 0.007151938368859729, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3221367880444367e-05, 0.037027353560342605, 0.0, 0.0, 0.00025431380330125786, 0.006297205581199619, 0.0, 1.5106070329069985e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00019735483533851465, 0.0, 0.0, 0.0003905673663746014, 0.0, 1.8098482870306614e-05, 0.0, 0.0, 0.0, 0.0, 0.0017259003437852818, 0.015217924952718237, 0.003173933110810643, 0.19349783889037242, 0.007338334357671905, 0.007105035542326045, 0.03119807810418685, 0.0, 0.0004303217819761996, 0.07636044831736181, 0.006575149287869658, 0.0, 0.0, 0.0, 0.0, 0.01820908026442004, 0.0, 0.12795217060012018, 0.08640971948096104, 0.0, 0.00880265351262656, 0.0, 0.0, 0.00958143616539346, 0.006535922619840378, 0.0, 0.0, 0.012019807377745542, 0.1217025143378034, 0.016358881822079493, 0.0, 0.01637490295513137, 0.015428264787180231
Random Over Sampling ,ET,0.005879168671093527, 0.0, 0.004978328947294641, 0.006906788508549892, 0.005961631890161819, 0.0, 0.04427644845720045, 0.018410122737156937, 0.04566783557592572, 0.0007059164890341107, 0.03615668664723263, 0.0, 0.0, 0.0, 0.006591942335516905, 0.0, 0.0, 0.0, 0.0, 0.0, 1.676199923126661e-05, 0.03745017618190356, 0.0, 0.0, 0.00023708246618542116, 0.008866273315714194, 0.0, 1.8611030656406526e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00020657249753973703, 0.0, 0.0, 0.000363570109817468, 0.0, 3.231061051792093e-05, 0.0, 0.0, 0.0, 0.0, 0.0014172598400474501, 0.015577910467567953, 0.0034769980455291944, 0.21839866839376748, 0.009232785038113226, 0.006676995587176278, 0.026909250026603382, 0.0, 0.0002610497994628929, 0.07578520736124336, 0.0020828206236398494, 0.0, 0.0, 0.0, 0.0, 0.01785124518008134, 0.0, 0.12295588304422103, 0.0768436013346202, 0.0, 0.007211203025439238, 0.0, 0.0, 0.010840786142967343, 0.009358935132199098, 0.0, 0.0, 0.010679650837933045, 0.11187427314682459, 0.01765232044169215, 0.0, 0.017182573181646038, 0.015004354878492252
Random Under Sampler ,LR,-0.3239898590445153, 0.0, -0.5454630166257924, -1.2153364512548321, -0.2533820526810066, 0.0, 0.01034113910051892, -1.2433463657715, 0.8135200448601121, -0.4682813313643643, 0.3528502595977097, 0.0, 0.0, 0.0, 0.26012789753890386, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.23060368136799034, 0.0, 0.0, -0.2709018392536231, -0.8102217711230523, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.3123765779233054, -0.7752857597533596, -0.9838931667439728, 1.8942917443603209, -0.33631648640331596, -0.33631648640331596, 0.1704424520416148, 0.0, -0.008865660613122323, 1.8126612398330881, -0.7407260078304023, 0.0, 0.0, 0.0, 0.0, -3.0207491454401683, 0.0, 1.957475449777418, 1.6523433741533846, 0.0, -0.11773059622396645, 0.0, 0.0, -1.8681348384813514, -0.728385476962993, 0.0, 0.0, -1.0149344617598994, 0.7082898622039533, -1.5287581906384151, 0.0, 0.39007303844571617, 0.9253391742053317
Random Under Sampler ,RF,0.004640079171129776, 0.0, 0.0021060255216287945, 0.014638650584738983, 0.003097040118545123, 0.0, 0.05906179925266619, 0.023421599018012634, 0.03874368824902103, 0.002009825591665293, 0.05486105418474917, 0.0, 0.0, 0.0, 0.008452830017812041, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03633787803213824, 0.0, 0.0, 0.001891364202849947, 0.004738949949675017, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015627182799453593, 0.017079625381644467, 0.0023150619922370054, 0.20195466469769568, 0.008819874019769084, 0.006122848783784798, 0.03340425759008975, 0.0, 0.0, 0.0671241114398444, 0.0095199485304007, 0.0, 0.0, 0.0, 0.0, 0.027803035334224645, 0.0, 0.1289563452594932, 0.07882314397728081, 0.0, 0.004098986194669183, 0.0, 0.0, 0.008367758477461152, 0.004599970256045527, 0.0, 0.0, 0.007392468035386443, 0.09224994741553225, 0.011082495882644847, 0.0, 0.01860093654653884, 0.01612101801067962
Random Under Sampler ,ET,0.0034828147171608336, 0.0, 0.0028099752007907587, 0.014747598635777515, 0.0016771330848959498, 0.0, 0.0538456737748644, 0.017743159449520974, 0.03978258440322233, 0.0020193211045057436, 0.03686306989423989, 0.0, 0.0, 0.0, 0.0028146459371526534, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03893459020409517, 0.0, 0.0, 0.00041218759663881057, 0.00785096045774966, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000243162301568348, 0.017940748903427662, 0.006495854061141508, 0.18960429086332384, 0.004437719207662014, 0.007213438538338652, 0.040585202377556646, 0.0, 9.6040665984026e-06, 0.07834568593188487, 0.003798857678011785, 0.0, 0.0, 0.0, 0.0, 0.03228650655916551, 0.0, 0.1487746310452578, 0.07554155877111454, 0.0, 0.002078164096480281, 0.0, 0.0, 0.011759667204748261, 0.0044503213367360645, 0.0, 0.0, 0.007837876374760563, 0.09814664037654658, 0.015829493743301937, 0.0, 0.01753531248422998, 0.014101549617530148
